log_type,participant_id,keyboard_type,content,sentence_time_in_s,words_per_minute,word_time_in_s
key_pressed,1,normal,"GEh, um der Götter willen, wie du gekommen bist, denn ich brauche dich nicht",,36.22251673140686,
word_finished,1,normal,"GEh, um der Götter willen, wie du gekommen bist, denn ich brauche dich nicht.",,35.850183364085176,1.190389
sentence_finished,1,normal,"GEh, um der Götter willen, wie du gekommen bist, denn ich brauche dich nicht.",19.71919,35.18849523877667,
key_pressed,1,normal,D,,34.99262197524251,
key_pressed,1,normal,Du,,35.08591963129475,
word_finished,1,normal,Du,,34.91297112150237,0.45434399999999997
key_pressed,1,normal,Du b,,34.97551958213304,
key_pressed,1,normal,Du bi,,35.077349514059954,
key_pressed,1,normal,Du bis,,35.242437793147715,
key_pressed,1,normal,Du bist,,35.363092061573205,
word_finished,1,normal,Du bist,,35.186990132579844,0.728229
key_pressed,1,normal,Du bist g,,35.25784397084872,
key_pressed,1,normal,Du bist ge,,35.43731977174775,
key_pressed,1,normal,Du bist gek,,35.48466384780572,
key_pressed,1,normal,Du bist geko,,35.60205799674142,
key_pressed,1,normal,Du bist gekom,,35.681062577317576,
key_pressed,1,normal,Du bist gekomm,,35.77137268426203,
key_pressed,1,normal,Du bist gekomme,,35.8832773276027,
key_pressed,1,normal,Du bist gekommen,,35.972961647508704,
word_finished,1,normal,Du bist gekommen,,35.51730210573204,1.999565
key_pressed,1,normal,Du bist gekommen n,,35.58363474202439,
key_pressed,1,normal,Du bist gekommen na,,35.7495988100578,
key_pressed,1,normal,Du bist gekommen nac,,35.75324137576879,
key_pressed,1,normal,Du bist gekommen nach,,35.86231978782369,
word_finished,1,normal,Du bist gekommen nach,,35.72218203372072,0.805089
key_pressed,1,normal,Du bist gekommen nach d,,35.89984485170824,
key_pressed,1,normal,Du bist gekommen nach de,,36.00572378490293,
key_pressed,1,normal,Du bist gekommen nach dei,,36.12824179442919,
key_pressed,1,normal,Du bist gekommen nach dein,,36.215274321015755,
key_pressed,1,normal,Du bist gekommen nach deine,,36.39190960964096,
key_pressed,1,normal,Du bist gekommen nach deiner,,36.50634026832605,
word_finished,1,normal,Du bist gekommen nach deiner,,36.37112295472497,0.960987
key_pressed,1,normal,Du bist gekommen nach deiner a,,36.435314564288284,
key_pressed,1,normal,Du bist gekommen nach deiner al,,36.56077153652901,
key_pressed,1,normal,Du bist gekommen nach deiner alt,,36.62867483486115,
key_pressed,1,normal,Du bist gekommen nach deiner alte,,35.94885633242849,
key_pressed,1,normal,Du bist gekommen nach deiner alten,,36.06746793356671,
word_finished,1,normal,Du bist gekommen nach deiner alten,,35.88203155782212,2.175638
key_pressed,1,normal,Du bist gekommen nach deiner alten G,,35.610162148778635,
key_pressed,1,normal,Du bist gekommen nach deiner alten Ge,,35.69039397220553,
key_pressed,1,normal,Du bist gekommen nach deiner alten Gew,,35.69545838589219,
key_pressed,1,normal,Du bist gekommen nach deiner alten Gewo,,35.76437355702123,
key_pressed,1,normal,Du bist gekommen nach deiner alten Gewoh,,35.77073548846533,
key_pressed,1,normal,Du bist gekommen nach deiner alten Gewohn,,35.85641003505493,
key_pressed,1,normal,Du bist gekommen nach deiner alten Gewohnh,,35.763373871986865,
key_pressed,1,normal,Du bist gekommen nach deiner alten Gewohnhe,,35.863697888666614,
key_pressed,1,normal,Du bist gekommen nach deiner alten Gewohnhei,,36.02501350263381,
key_pressed,1,normal,Du bist gekommen nach deiner alten Gewohnheit,,36.099023857522184,
word_finished,1,normal,Du bist gekommen nach deiner alten Gewohnheit.,,35.81482913000127,2.688125
sentence_finished,1,normal,Du bist gekommen nach deiner alten Gewohnheit.,12.502374,35.29695021861432,
key_pressed,1,normal,I,,35.17633726876749,
key_pressed,1,normal,Ic,,35.255549656906034,
key_pressed,1,normal,Ich,,35.36333331411882,
word_finished,1,normal,Ich,,34.52288378753213,1.857423
key_pressed,1,normal,Ich z,,34.45544054858082,
key_pressed,1,normal,Ich zü,,34.40179470174345,
key_pressed,1,normal,Ich zür,,34.352868705935485,
key_pressed,1,normal,Ich zürn,,34.4494263205872,
key_pressed,1,normal,Ich zürne,,34.56781192620937,
word_finished,1,normal,Ich zürne,,34.477243935826905,1.351912
key_pressed,1,normal,Ich zürne d,,34.09570122275558,
key_pressed,1,normal,Ich zürne di,,34.154069065792235,
key_pressed,1,normal,Ich zürne die,,34.24759851107665,
key_pressed,1,normal,Ich zürne di,,33.59461441003657,
key_pressed,1,normal,Ich zürne dir,,33.396319573248945,
word_finished,1,normal,Ich zürne dir,,33.33533247856472,2.229247
key_pressed,1,normal,Ich zürne dir d,,33.392381417454445,
key_pressed,1,normal,Ich zürne dir de,,33.485078095805925,
key_pressed,1,normal,Ich zürne dir des,,33.52306238327812,
key_pressed,1,normal,Ich zürne dir desw,,33.472093468808076,
key_pressed,1,normal,Ich zürne dir deswe,,33.59022438341662,
key_pressed,1,normal,Ich zürne dir desweg,,33.58115377676971,
key_pressed,1,normal,Ich zürne dir deswege,,33.69257447013866,
key_pressed,1,normal,Ich zürne dir deswegen,,33.798099881066534,
word_finished,1,normal,Ich zürne dir deswegen,,33.68173802531285,1.9042150000000002
key_pressed,1,normal,Ich zürne dir deswegen n,,33.73709439585326,
key_pressed,1,normal,Ich zürne dir deswegen ni,,33.82252924309971,
key_pressed,1,normal,Ich zürne dir deswegen nic,,33.91259571169323,
key_pressed,1,normal,Ich zürne dir deswegen nich,,34.00865582022508,
key_pressed,1,normal,Ich zürne dir deswegen nicht,,34.083903040082674,
word_finished,1,normal,Ich zürne dir deswegen nicht;,,33.36306197636616,2.2322580000000003
word_finished,1,normal,Ich zürne dir deswegen nicht;,,33.25753364369511,
key_pressed,1,normal,Ich zürne dir deswegen nicht; n,,33.31585339783326,
key_pressed,1,normal,Ich zürne dir deswegen nicht; nu,,33.373543478848944,
key_pressed,1,normal,Ich zürne dir deswegen nicht; nur,,33.33033288427272,
word_finished,1,normal,Ich zürne dir deswegen nicht; nur,,33.254770731157926,0.8566389999999999
key_pressed,1,normal,Ich zürne dir deswegen nicht; nur g,,33.30513302088899,
key_pressed,1,normal,Ich zürne dir deswegen nicht; nur ge,,33.41021341121839,
key_pressed,1,normal,Ich zürne dir deswegen nicht; nur geh,,33.520337074521926,
word_finished,1,normal,Ich zürne dir deswegen nicht; nur geh,,33.404447423910405,0.49648400000000004
key_pressed,1,normal,Ich zürne dir deswegen nicht; nur geh b,,33.41258701741468,
key_pressed,1,normal,Ich zürne dir deswegen nicht; nur geh ba,,33.43956293593182,
key_pressed,1,normal,Ich zürne dir deswegen nicht; nur geh bal,,33.21194697441122,
key_pressed,1,normal,Ich zürne dir deswegen nicht; nur geh bald,,33.27118416713381,
word_finished,1,normal,Ich zürne dir deswegen nicht; nur geh bald,,33.1849639136238,1.602125
key_pressed,1,normal,Ich zürne dir deswegen nicht; nur geh bald f,,33.272308619734424,
key_pressed,1,normal,Ich zürne dir deswegen nicht; nur geh bald fo,,33.31644396238047,
key_pressed,1,normal,Ich zürne dir deswegen nicht; nur geh bald for,,33.37848442982556,
key_pressed,1,normal,Ich zürne dir deswegen nicht; nur geh bald fort,,33.440141453339365,
word_finished,1,normal,Ich zürne dir deswegen nicht; nur geh bald fort.,,33.22618314591142,1.1906510000000001
test_finished,1,normal,Ich zürne dir deswegen nicht; nur geh bald fort.,17.610172,32.95571033489811,
key_pressed,1,normal,W,,90225.56390977443,
key_pressed,1,normal,Wä,,56.513006232913646,
key_pressed,1,normal,Wär,,61.04964692954192,
key_pressed,1,normal,Wäre,,66.08675538813577,
word_finished,1,normal,Wäre,,50.103285836114246,0.9579139999999999
key_pressed,1,normal,Wäre e,,31.91295846953961,
key_pressed,1,normal,Wäre ei,,33.456238542980806,
key_pressed,1,normal,Wäre ein,,35.226521209091615,
word_finished,1,normal,Wäre ein,,32.208749506803514,0.727871
key_pressed,1,normal,Wäre ein P,,31.91360985811409,
key_pressed,1,normal,Wäre ein Pi,,30.057735901043248,
key_pressed,1,normal,Wäre ein Pin,,31.381048566356803,
key_pressed,1,normal,Wäre ein Ping,,31.727108410568018,
key_pressed,1,normal,Wäre ein Pingu,,31.630388368451854,
key_pressed,1,normal,Wäre ein Pingui,,31.6033856139768,
key_pressed,1,normal,Wäre ein Pinguin,,28.77902420264544,
word_finished,1,normal,Wäre ein Pinguin,,27.706089188209933,3.055536
key_pressed,1,normal,Wäre ein Pinguin v,,27.720501574755488,
key_pressed,1,normal,Wäre ein Pinguin vi,,27.457786513421713,
key_pressed,1,normal,Wäre ein Pinguin vie,,26.046551059986097,
key_pressed,1,normal,Wäre ein Pinguin viel,,26.54897603918039,
key_pressed,1,normal,Wäre ein Pinguin viell,,27.32404156130532,
key_pressed,1,normal,Wäre ein Pinguin vielle,,27.698315030709928,
key_pressed,1,normal,Wäre ein Pinguin viellei,,28.25026913426041,
key_pressed,1,normal,Wäre ein Pinguin vielleic,,29.05687012822775,
key_pressed,1,normal,Wäre ein Pinguin vielleich,,29.662706014747734,
key_pressed,1,normal,Wäre ein Pinguin vielleicht,,30.33159702493373,
word_finished,1,normal,Wäre ein Pinguin vielleicht,,29.078105912760233,3.4108940000000003
key_pressed,1,normal,Wäre ein Pinguin vielleicht d,,28.933460563403923,
key_pressed,1,normal,Wäre ein Pinguin vielleicht di,,29.38729468571277,
key_pressed,1,normal,Wäre ein Pinguin vielleicht die,,30.163165970586448,
word_finished,1,normal,Wäre ein Pinguin vielleicht die,,29.742261274749644,0.5250279999999999
key_pressed,1,normal,Wäre ein Pinguin vielleicht die b,,30.25835229583447,
key_pressed,1,normal,Wäre ein Pinguin vielleicht die be,,31.05494449597959,
key_pressed,1,normal,Wäre ein Pinguin vielleicht die bes,,31.511261731051913,
key_pressed,1,normal,Wäre ein Pinguin vielleicht die bess,,32.0001128606131,
key_pressed,1,normal,Wäre ein Pinguin vielleicht die besse,,32.387934583456996,
key_pressed,1,normal,Wäre ein Pinguin vielleicht die besser,,32.894805154350145,
key_pressed,1,normal,Wäre ein Pinguin vielleicht die bessere,,33.28884485913352,
word_finished,1,normal,Wäre ein Pinguin vielleicht die bessere,,32.60786690363848,1.407891
key_pressed,1,normal,Wäre ein Pinguin vielleicht die bessere E,,32.48577683740908,
key_pressed,1,normal,Wäre ein Pinguin vielleicht die bessere En,,32.9337724706291,
key_pressed,1,normal,Wäre ein Pinguin vielleicht die bessere Ent,,33.22861579540213,
key_pressed,1,normal,Wäre ein Pinguin vielleicht die bessere Ente,,33.56622601671068,
word_finished,1,normal,Wäre ein Pinguin vielleicht die bessere Ente?,,32.312398536588475,1.1834870000000002
sentence_finished,1,normal,Wäre ein Pinguin vielleicht die bessere Ente?,14.757848000000001,30.898610883832408,
key_pressed,1,normal,A,,30.820226998874467,
key_pressed,1,normal,Al,,31.00727721416668,
key_pressed,1,normal,Als,,31.54411521449613,
word_finished,1,normal,Als,,31.17074860924292,0.599195
key_pressed,1,normal,Als i,,31.451387948502088,
key_pressed,1,normal,Als ih,,31.693096825850358,
key_pressed,1,normal,Als ihr,,31.929445600811786,
word_finished,1,normal,Als ihr,,31.59914284931147,0.6846399999999999
key_pressed,1,normal,Als ihr M,,31.55455993776973,
key_pressed,1,normal,Als ihr Ma,,31.973203675041734,
key_pressed,1,normal,Als ihr Man,,32.283353512337285,
key_pressed,1,normal,Als ihr Mann,,32.228876950651376,
word_finished,1,normal,Als ihr Mann,,31.7168949952722,1.047447
key_pressed,1,normal,Als ihr Mann f,,32.080701951947034,
key_pressed,1,normal,Als ihr Mann fü,,31.671491466486124,
key_pressed,1,normal,Als ihr Mann für,,32.052767654358036,
word_finished,1,normal,Als ihr Mann für,,31.71602178890697,0.9674299999999999
key_pressed,1,normal,Als ihr Mann für s,,32.032989050569924,
key_pressed,1,normal,Als ihr Mann für si,,32.38233311553329,
key_pressed,1,normal,Als ihr Mann für sie,,32.797610349913555,
word_finished,1,normal,Als ihr Mann für sie,,32.49014390426237,0.464591
key_pressed,1,normal,Als ihr Mann für sie d,,32.85928013283115,
key_pressed,1,normal,Als ihr Mann für sie da,,33.140444766467866,
key_pressed,1,normal,Als ihr Mann für sie das,,33.572854050410236,
word_finished,1,normal,Als ihr Mann für sie das,,33.267655653110964,0.47479799999999994
key_pressed,1,normal,Als ihr Mann für sie das B,,33.45949550195733,
key_pressed,1,normal,Als ihr Mann für sie das Br,,33.688416219050076,
key_pressed,1,normal,Als ihr Mann für sie das Brü,,33.5942016407968,
key_pressed,1,normal,Als ihr Mann für sie das Brüt,,33.730802300496016,
key_pressed,1,normal,Als ihr Mann für sie das Brüte,,33.929229100552554,
key_pressed,1,normal,Als ihr Mann für sie das Brüten,,34.18949063899886,
word_finished,1,normal,Als ihr Mann für sie das Brüten,,32.89200900823371,2.1830439999999998
key_pressed,1,normal,Als ihr Mann für sie das Brüten ü,,31.935672241534487,
key_pressed,1,normal,Als ihr Mann für sie das Brüten üb,,32.01923387168612,
key_pressed,1,normal,Als ihr Mann für sie das Brüten übe,,32.377461019192594,
key_pressed,1,normal,Als ihr Mann für sie das Brüten über,,32.72928666641834,
key_pressed,1,normal,Als ihr Mann für sie das Brüten übern,,33.01293257359355,
key_pressed,1,normal,Als ihr Mann für sie das Brüten überni,,33.15174743941789,
key_pressed,1,normal,Als ihr Mann für sie das Brüten übernim,,33.206172141903245,
key_pressed,1,normal,Als ihr Mann für sie das Brüten übernimm,,33.47305057982238,
key_pressed,1,normal,Als ihr Mann für sie das Brüten übernimmt,,33.6337284634653,
word_finished,1,normal,"Als ihr Mann für sie das Brüten übernimmt,",,32.348097881300674,2.661212
word_finished,1,normal,"Als ihr Mann für sie das Brüten übernimmt,",,32.09505008518004,
key_pressed,1,normal,"Als ihr Mann für sie das Brüten übernimmt, b",,31.91791935391135,
key_pressed,1,normal,"Als ihr Mann für sie das Brüten übernimmt, be",,32.23271205022844,
key_pressed,1,normal,"Als ihr Mann für sie das Brüten übernimmt, bes",,32.440389972415936,
key_pressed,1,normal,"Als ihr Mann für sie das Brüten übernimmt, besc",,32.636115683865114,
key_pressed,1,normal,"Als ihr Mann für sie das Brüten übernimmt, besch",,33.02522891594686,
key_pressed,1,normal,"Als ihr Mann für sie das Brüten übernimmt, beschl",,33.09696817627502,
key_pressed,1,normal,"Als ihr Mann für sie das Brüten übernimmt, beschli",,33.22027809227437,
key_pressed,1,normal,"Als ihr Mann für sie das Brüten übernimmt, beschlie",,33.029790703634674,
